,id,date,activity,circumplex.arousal,circumplex.valence,mood,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,screen,sms,3_day_avg_mood,3_day_avg_activity,productivity_to_social_ratio,mood_quantiles
248,AS14.05,2014-03-28,0.04532458316828961,0.0,0.6,6.2,83.134,1895.865,161.486,0.0,0.0,0.0,111.722,21.861,0.0,0.0,17.071,0.0,1.0,2313.824999809265,1.0,5.544444444444444,0.05245975248385452,0.005424552610023489,Q1
249,AS14.05,2014-03-29,0.10442318185053041,-0.4,1.0,6.4,158.828,1186.355,182.3,0.0,0.0,0.0,56.877,0.0,0.0,32.533,47.14,0.0,3.0,1768.8180005550394,1.0,5.833333333333333,0.05391231753854151,0.005455537370430987,Q1
250,AS14.05,2014-03-30,0.07491950961612633,-0.8,0.8,6.2,59.194,1737.387,255.66400000000002,0.0,0.0,0.0,34.868,0.0,0.0,22.921,51.572,0.0,4.0,2134.350999593735,1.1428571428571428,6.133333333333333,0.07564120842414312,0.0038961443755259795,Q1
251,AS14.05,2014-03-31,0.05534132176899743,-0.4,1.0,6.8,22.319,451.91700000000003,124.158,0.0,0.0,0.0,82.193,0.0,0.0,255.70999999999998,0.0,0.0,2.0,1278.2409992218008,1.2857142857142856,6.266666666666667,0.07488909154498212,0.007989900765432493,Q2
252,AS14.05,2014-04-01,0.07812598561494999,0.0,1.0,7.0,304.378,1077.724,204.469,0.0,0.0,0.0,68.679,356.507,0.0,52.488,19.131,0.0,2.25,1767.7629997730255,1.4285714285714286,6.466666666666668,0.07822800441188472,0.0017794354207297108,Q2
253,AS14.05,2014-04-02,0.07312614127423468,-0.2,1.0,7.0,152.897,1312.556,170.103,0.0,0.0,0.0,112.719,87.886,0.0,175.62400000000002,10.106000000000002,0.0,2.5,1824.7999987602236,1.5714285714285714,6.666666666666667,0.06946227233335792,0.003861167848827556,Q2
254,AS14.05,2014-04-03,0.05275148533518809,-1.0,0.8,7.2,41.876999999999995,1302.049,93.30499999999999,0.0,0.0,0.0,86.589,86.381,0.0,0.0,0.0,0.0,2.75,1640.9119994640341,1.7142857142857142,6.933333333333334,0.06886448288606069,0.005534463101734502,Q3
255,AS14.05,2014-04-04,0.04145652357485974,-0.8,1.0,7.0,91.616,2268.802,141.7,0.0,0.0,0.0,36.022000000000006,237.591,0.0,240.52,22.511000000000003,0.0,3.0,3293.6990003585815,1.8571428571428572,7.066666666666666,0.06800120407479092,0.00262956525397656,Q2
256,AS14.05,2014-04-05,0.06928846414407398,0.0,1.0,7.5,108.856,1051.146,162.796,0.0,0.0,0.0,88.982,0.0,0.0,117.526,0.0,0.0,1.0,1711.1240010261533,2.0,7.066666666666666,0.055778050061427505,0.006105155193045007,Q3
257,AS14.05,2014-04-06,0.07736263815327492,-0.4,1.0,6.8,110.716,1117.179,163.459,0.0,0.0,0.0,65.893,6.036,0.0,0.0,72.99799999999999,0.0,2.0,1442.7670001983645,2.142857142857143,7.233333333333333,0.05449882435137393,0.0058652746414850875,Q2
258,AS14.05,2014-04-07,0.06685869441897198,-0.25,0.75,6.75,107.042,2719.0190000000002,304.214,0.0,0.0,0.0,77.921,0.0,0.0,46.251,32.203,0.0,1.0,3015.024000406266,2.2857142857142856,7.1000000000000005,0.06270254195740288,0.0032763896806830618,Q2
259,AS14.05,2014-04-08,0.08512478025882424,0.25,0.0,6.75,125.46,802.481,392.085,0.0,0.0,0.0,114.842,0.0,0.0,7.044,0.0,0.0,1.0,1759.1020011901858,2.4285714285714284,7.016666666666667,0.07116993223877362,0.0025439790376127302,Q2
260,AS14.05,2014-04-09,0.1536189527904702,0.25,0.75,7.0,218.571,1561.021,406.688,0.0,0.0,0.0,67.94800000000001,7.161,0.0,87.147,4.016,0.0,1.0,2125.9579987525935,2.571428571428571,6.766666666666667,0.07644870427702372,0.0024105156333991407,Q2
261,AS14.05,2014-04-10,0.013347120143232588,0.8,1.0,7.2,49.379999999999995,981.686,152.68,0.0,0.0,0.0,47.331,257.664,0.0,0.0,4.033,0.0,1.0,1169.080000162126,2.7142857142857144,6.833333333333333,0.10186747582275546,0.002431055272472675,Q3
262,AS14.05,2014-04-11,0.0946152502759936,0.2,0.6,7.0,123.286,1133.902,321.342,0.0,0.0,0.0,100.988,72.543,0.0,0.0,5.04,0.0,5.0,1471.3230013847356,2.8571428571428568,6.983333333333333,0.084030284397509,0.0025323828456386035,Q2
263,AS14.05,2014-04-12,0.04929885725426735,-1.4,1.0,7.0,40.143,1914.711,198.433,0.0,0.0,0.0,42.730999999999995,333.152,0.0,148.693,38.441,0.0,9.0,2781.354998826981,3.0,7.066666666666666,0.08719377440323213,0.0018776345559863683,Q2
264,AS14.05,2014-04-13,0.11412738344393668,0.3333333333333333,1.0,7.5,229.965,510.203,73.134,0.0,0.0,0.0,141.63,0.0,0.0,0.0,0.0,0.0,13.0,1615.7080004215238,3.2,7.066666666666666,0.052420409224497845,0.013489087328351364,Q3
265,AS14.05,2014-04-14,0.1017234451157769,-1.2,0.4,6.4,167.508,1128.173,389.578,0.0,0.0,0.0,29.012,1141.03,0.0,0.0,15.099,0.0,11.0,2433.566999435425,3.4,7.166666666666667,0.08601383032473255,0.000652908577129396,Q1
266,AS14.05,2014-04-15,0.05729654885661261,0.2,0.8,7.0,14.336,1574.05,174.563,0.0,0.0,0.0,45.682,444.59,0.0,101.075,11.224,0.0,9.0,1887.330000638963,3.6,6.966666666666666,0.0883832286046603,0.0016125053011111774,Q2
267,AS14.05,2014-04-16,0.10564943114617577,-0.6,0.8,7.2,139.293,754.83,235.091,0.0,0.0,0.0,126.471,258.174,0.0,0.0,23.194,0.0,7.0,1392.213999509811,3.8,6.966666666666666,0.09104912580544205,0.0020232061748252455,Q3
315,AS14.06,2014-03-24,0.043431899641577044,-1.0,0.0,7.0,15.215999999999998,929.4150000000001,296.948,0.0,0.0,0.0,57.76,292.297,0.0,0.0,0.0,0.0,3.0,1851.4589998722083,1.0,7.0,0.043431899641577044,0.0016942117256393532,Q2
316,AS14.06,2014-03-25,0.1377085877085877,-0.2,0.6,7.0,8.036,2403.997,598.194,0.0,0.0,76.825,75.181,666.809,0.0,0.0,0.0,0.0,2.5,4071.2350006103493,1.0,7.0,0.043431899641577044,76.8257898875437,Q2
317,AS14.06,2014-03-26,0.13556265296587805,0.5,1.5,8.0,32.399,2473.402,815.987,0.0,0.0,0.0,60.047,1585.7530000000002,564.176,0.0,0.0,0.0,2.0,4105.999000787735,1.0,7.0,0.09057024367508237,0.0004161915146873985,Q4
318,AS14.06,2014-03-27,0.1323286052009456,0.25,0.25,7.0,27.247,2884.417,667.501,0.0,0.0,0.0,55.647999999999996,862.405,0.0,0.0,0.0,0.0,1.0,3848.812000513076,1.0,7.333333333333333,0.10556771343868093,0.0006532079696597963,Q2
319,AS14.06,2014-03-28,0.17147079420003294,-0.2,0.8,7.6,42.311,2643.138,638.397,0.0,0.0,12.28,62.614,1667.242,80.015,0.0,0.0,0.0,1.0,2219.557001113892,1.0,7.333333333333333,0.1351999486251371,12.280433531211429,Q4
320,AS14.06,2014-03-29,0.11158088235294117,0.0,1.0,7.8,4.057,1217.933,439.85699999999997,0.0,0.0,0.0,39.355,1257.523,0.0,0.0,0.0,0.0,1.0,2694.3309996128096,2.5,7.533333333333334,0.1464540174556189,0.0005887963824350264,Q4
321,AS14.06,2014-03-30,0.21129785247432312,0.0,0.8,7.8,137.447,435.567,382.344,0.0,0.0,0.0,44.391000000000005,533.55,0.0,0.0,0.0,4.859,1.0,2109.349999189376,4.0,7.466666666666666,0.13846009391797323,0.0010906386125331827,Q4
322,AS14.06,2014-03-31,0.16060545689131747,-0.2,0.4,7.0,63.364,1469.673,512.524,0.0,0.0,0.0,49.306,1179.569,0.0,0.0,0.0,0.0,1.0,2886.4920005798353,3.6666666666666665,7.733333333333333,0.16478317634243242,0.0005906350094176752,Q2
323,AS14.06,2014-04-01,0.22585362340247242,0.0,0.75,7.75,114.637,2158.693,392.707,0.0,0.0,0.0,56.760999999999996,1157.584,0.0,0.0,0.0,0.0,3.0,1766.6389994621275,3.3333333333333335,7.533333333333334,0.16116139723952724,0.0006446243805965482,Q4
324,AS14.06,2014-04-02,0.1625525210084034,-0.6,0.4,6.8,83.785,2335.277,574.524,0.0,0.0,0.0,58.694,2017.109,22.122,0.0,0.0,0.0,4.0,3757.901000738144,3.0,7.516666666666667,0.19925231092270435,0.0003857082741753268,Q2
325,AS14.06,2014-04-03,0.20957389809629753,0.0,0.4,7.2,63.792,2651.152,470.924,0.0,9.028,0.0,54.772,1194.245,167.515,0.0,0.0,0.0,2.0,2964.4999999999995,2.666666666666667,7.183333333333334,0.1830038671007311,0.0006001792135131551,Q3
326,AS14.06,2014-04-04,0.1495238095238096,-0.4,0.2,7.0,35.453,1408.294,526.396,0.0,454.85699999999997,0.0,41.732,973.111,154.56099999999998,0.0,0.0,0.0,2.0,2734.1549997329726,2.3333333333333335,7.25,0.19932668083572447,0.0006664414094702657,Q2
327,AS14.06,2014-04-05,0.29227390180878554,-0.4,0.8,7.0,58.609,856.82,339.68,0.0,0.0,0.0,81.583,274.029,119.68,0.0,0.0,0.0,2.0,1628.6450002193453,2.0,7.0,0.17388340954283685,0.0016267860076881904,Q2
328,AS14.06,2014-04-06,0.020425724637681136,-1.0,0.4,7.0,22.224999999999998,426.099,167.77700000000002,0.0,0.0,0.0,34.256,561.589,0.0,0.0,0.0,0.0,1.0,466.1150000095363,1.666666666666667,7.066666666666666,0.21712386980963086,0.0013691765498393953,Q2
329,AS14.06,2014-04-07,0.19494720965309198,-0.6,0.0,6.2,43.567,2304.841,264.374,0.0,0.0,0.0,43.457,1426.115,37.449,0.0,0.0,0.0,3.0,1931.3509995937357,1.3333333333333335,7.0,0.15407447865675875,0.000591195094972536,Q1
330,AS14.06,2014-04-08,0.1749485596707819,-0.2,0.0,6.6,141.18,2401.904,564.156,0.0,0.0,1.003,61.256,716.139,4.01,0.0,0.0,0.0,4.0,2849.415999174118,1.0,6.733333333333333,0.16921561203318622,1.003780460393586,Q1
331,AS14.06,2014-04-09,0.10309597523219816,0.4,0.8,7.4,21.194,2597.57,653.807,0.0,0.0,0.0,60.772,985.032,2.014,0.0,0.0,1.007,1.0,3107.496999263764,2.5,6.599999999999999,0.13010716465385166,0.000609815963640333,Q3
332,AS14.06,2014-04-10,0.22428424516659812,-0.2,0.8,7.6,13.998999999999999,2441.197,627.444,0.0,9.124,0.0,57.606,1201.847,749.735,0.0,0.0,26.138,1.0,4377.226000070573,4.0,6.733333333333334,0.15766391485202402,0.0005463612070430331,Q4
333,AS14.06,2014-04-11,0.20591670956453667,-0.2,1.0,7.8,18.195999999999998,2160.621,844.732,0.0,0.0,0.0,61.621,1249.7730000000001,100.72,0.0,0.0,0.0,1.3333333333333333,2895.3459997177124,3.4,7.2,0.16744292668985938,0.0004772119369793916,Q4
334,AS14.06,2014-04-12,0.23391223155929042,0.4,1.0,8.2,28.937,561.395,385.51,0.0,0.0,0.0,36.323,553.3100000000001,70.887,0.0,0.0,16.081,1.6666666666666665,1448.1580009460454,2.8,7.6000000000000005,0.177765643321111,0.0010640335383371284,Q4
335,AS14.06,2014-04-13,0.34474153297682714,-1.5,0.25,6.5,71.287,2151.227,494.02,0.0,0.0,0.0,55.635,883.305,404.98900000000003,0.0,0.0,0.0,2.0,2155.9710004329672,2.2,7.866666666666666,0.22137106209680843,0.0007255182921299404,Q1
336,AS14.06,2014-04-14,0.17874293785310738,-0.25,0.75,7.25,52.66,1367.344,335.108,0.0,0.0,0.0,38.558,701.473,0.0,0.0,0.0,0.0,2.0,2019.0609989166255,1.6,7.5,0.26152349136688474,0.0009637801771620722,Q3
337,AS14.06,2014-04-15,0.20056360708534618,-0.4,0.6,7.0,100.16,2286.609,509.097,0.0,0.0,0.0,58.973,1502.06,18.202,0.0,0.0,12.056000000000001,5.0,2814.7479996681213,1.0,7.316666666666666,0.25246556746307497,0.0004969791124648823,Q2
363,AS14.07,2014-03-19,0.13434490180252895,-1.0,1.4,6.8,530.622,3157.413,66.524,0.0,0.0,0.0,90.872,250.07599999999996,145.957,255.16,0.0,0.0,3.1666666666666665,4063.253001213073,2.0,6.8,0.13434490180252895,0.0031486146095717885,Q2
364,AS14.07,2014-03-20,0.13434490180252895,-0.75,-0.25,5.25,319.286,2549.684,11.045,0.0,0.0,0.0,87.43299999999999,664.865,0.0,0.0,0.0,0.0,3.3333333333333335,2471.2009997367854,1.0,6.8,0.13434490180252895,0.001477301266047185,Q1
365,AS14.07,2014-03-21,0.13434490180252895,0.3333333333333333,1.0,7.0,205.411,2410.155,43.253,0.0,0.0,0.0,58.172,919.174,11.148,0.0,31.218,0.0,3.5,2489.6979999542255,3.0,6.025,0.13434490180252895,0.001037961360850381,Q2
366,AS14.07,2014-03-22,0.13434490180252895,-0.4,0.0,6.0,128.172,2810.302,10.057,0.0,0.0,0.0,16.072,700.52,0.0,0.0,0.0,0.0,3.6666666666666665,2886.704000234604,5.0,6.3500000000000005,0.13434490180252895,0.0014053292897325236,Q1
367,AS14.07,2014-03-23,0.13434490180252895,0.0,1.5,7.75,118.339,3913.118,23.122,0.0,0.0,0.0,14.07,766.535,0.0,0.0,0.0,0.0,3.833333333333333,3941.474996328354,7.0,6.083333333333333,0.13434490180252895,0.001264770943658249,Q4
368,AS14.07,2014-03-24,0.13434490180252895,0.5,1.0,8.0,350.799,2504.136,1.01,0.0,0.0,0.0,8.022,168.829,58.215,0.0,0.0,0.0,4.0,2253.5749986171722,9.0,6.916666666666667,0.13434490180252895,0.005853464372889095,Q4
369,AS14.07,2014-03-25,0.13434490180252895,-0.5,1.3333333333333333,7.666666666666667,301.019,2839.511,42.571,0.0,0.0,0.0,47.627,391.256,130.934,0.0,0.0,0.0,4.0,2891.900998830794,6.5,7.25,0.13434490180252895,0.0022997651939736952,Q4
370,AS14.07,2014-03-26,0.10329373128561768,0.2,0.6,6.6,424.861,2374.659,0.0,0.0,0.0,0.0,43.153999999999996,670.895,35.133,0.0,0.0,0.0,8.0,2645.2410001754765,4.0,7.805555555555556,0.13434490180252895,0.0014883277893123182,Q1
371,AS14.07,2014-03-27,0.08970024791525805,0.2,0.4,6.8,368.277,2712.8179999999998,0.0,0.0,0.0,0.0,60.278,710.864,51.768,0.0,0.0,0.0,2.0,3328.076998949051,8.0,7.422222222222222,0.1239945116302252,0.0014047627074834518,Q2
372,AS14.07,2014-03-28,0.09809984248895876,0.25,1.5,8.25,573.054,2648.4,65.726,0.0,0.0,0.0,28.087,634.26,417.777,172.816,14.226,0.0,1.0,2458.5270011425023,6.5,7.022222222222222,0.10911296033446823,0.001426562014077314,Q4
373,AS14.07,2014-03-29,0.04187585355184262,0.2,1.0,7.0,315.495,988.316,60.922,0.0,0.0,0.0,121.939,902.159,37.614,0.0,0.0,0.0,1.5,1462.6429996490474,5.0,7.216666666666666,0.0970312738966115,0.001037257242908013,Q2
374,AS14.07,2014-03-30,0.0625734602553756,0.2,0.0,6.2,285.832,1543.7069999999999,0.0,0.0,0.0,0.0,71.024,519.012,266.05,0.0,0.0,0.0,2.0,1262.4910004138944,1.0,7.3500000000000005,0.07655864798535314,0.0019230325454027985,Q1
375,AS14.07,2014-03-31,0.051366076733723814,-1.0,0.0,4.333333333333333,354.213,1483.74,13.762999999999998,0.0,0.0,0.0,48.167,565.25,207.856,0.0,0.0,0.0,5.0,2361.0140001773834,1.0,7.1499999999999995,0.067516385432059,0.0017240992874297644,Q1
376,AS14.07,2014-04-01,0.08076225802411184,-1.0,0.8,6.6,449.046,2791.182,61.77,0.0,0.0,0.0,55.382,616.195,0.0,0.0,0.0,0.0,3.0,3124.3849997520447,8.0,5.844444444444444,0.05193846351364734,0.001472829969144212,Q1
377,AS14.07,2014-04-02,0.1561874532182019,-1.25,0.25,5.5,803.801,2021.941,25.341,0.0,0.0,0.0,38.238,172.452,0.0,0.0,0.0,0.0,13.0,2830.5859990119934,4.0,5.711111111111111,0.06490059833773708,0.005030358211808262,Q1
378,AS14.07,2014-04-03,0.09026347679477341,-0.4,0.2,6.2,379.98199999999997,1687.9560000000001,0.0,0.0,0.0,0.0,45.366,502.11499999999995,98.505,0.0,0.0,0.0,5.0,2126.54200053215,3.0,5.477777777777778,0.09610526265867918,0.0019876171451854944,Q1
379,AS14.07,2014-04-04,0.04963037634408607,-0.75,0.0,6.5,304.476,2302.625,26.601,0.0,0.0,0.0,39.141,335.02299999999997,51.17,0.0,0.0,0.0,7.0,2745.3500018119807,2.0,6.1000000000000005,0.10907106267902905,0.0027576773738086837,Q1
380,AS14.07,2014-04-05,0.2313065813088305,0.0,0.6666666666666666,6.0,510.799,1011.787,9.993,0.0,0.0,0.0,38.106,591.904,149.298,0.0,0.0,0.0,9.0,1311.843999624252,5.0,6.066666666666666,0.09869376878568713,0.0016586581124138947,Q1
381,AS14.07,2014-04-06,0.05631576348488113,-0.75,1.0,6.75,441.913,1434.59,18.081,0.0,0.0,0.0,42.141,340.174,0.0,0.0,1.002,0.0,2.0,2149.978000640868,3.0,6.233333333333333,0.12373347814923001,0.0027835381553492646,Q2
382,AS14.07,2014-04-07,0.0805241620390383,-0.6,0.2,5.4,476.982,2990.727,19.087,0.0,0.0,0.0,27.287,509.967,0.0,0.0,0.0,0.0,1.5,2188.947999238968,1.0,6.416666666666667,0.11241757371259925,0.001886600233183789,Q1
383,AS14.07,2014-04-08,0.07680102095483002,-0.4,0.6,6.8,351.463,2609.324,41.441,0.0,0.0,0.0,45.147,167.987,0.0,414.965,0.0,0.0,1.0,2193.623999118805,1.5,6.05,0.12271550227758331,0.004752219286406752,Q2
384,AS14.07,2014-04-09,0.0707902001380262,-1.0,0.6,6.4,247.007,1726.743,0.0,0.0,0.0,0.0,49.721000000000004,638.086,0.0,0.0,6.038,0.0,2.0,2383.768998861313,2.0,6.316666666666666,0.07121364882624982,0.00156473463665297,Q1
385,AS14.07,2014-04-10,0.0989583333333333,0.4,0.0,6.2,333.063,616.73,0.0,0.0,0.0,0.0,41.149,183.624,22.179,0.0,0.0,0.0,6.0,1240.6380007266998,4.0,6.2,0.07603846104396485,0.005416413900684635,Q1
386,AS14.07,2014-04-11,0.06868288982259571,0.5,-1.0,3.5,200.36,925.809,0.0,0.0,0.0,0.0,40.111000000000004,90.485,255.40099999999998,0.0,0.0,0.0,4.0,558.5230009555814,1.0,6.466666666666666,0.08218318480872984,0.010930753675465924,Q1
387,AS14.07,2014-04-12,0.15313380173005842,0.0,0.75,6.4,619.759,1768.938,13.068,0.0,0.0,0.0,9.046,807.239,183.02300000000002,72.282,0.0,0.0,2.0,1871.7210004329681,10.0,5.366666666666667,0.07947714109798507,0.001217571504930556,Q1
388,AS14.07,2014-04-13,0.01631944444444443,-0.25,1.0,6.5,331.556,1624.787,46.28,0.0,0.0,0.0,42.219,608.416,0.0,0.0,0.0,0.0,5.0,1736.661002159119,5.5,5.366666666666667,0.10692500829532914,0.0015250969961689562,Q1
389,AS14.07,2014-04-14,0.03335375816993464,-0.2,0.4,6.2,218.362,1487.754,1.003,0.0,0.0,0.0,32.177,315.377,0.0,0.0,0.0,0.0,2.0,1307.0300004482272,1.0,5.466666666666666,0.07937871199903286,0.003150797151679375,Q1
390,AS14.07,2014-04-15,0.019623337804315216,-0.75,0.5,6.0,168.587,1360.651,7.026999999999999,0.0,0.0,0.0,38.309000000000005,266.067,0.0,0.0,0.0,0.0,1.75,1062.1879999637592,2.5,6.366666666666667,0.06760233478147916,0.0036483834013148774,Q1
416,AS14.08,2014-03-05,0.00555555555555555,0.0,0.3333333333333333,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,6.333333333333333,0.00555555555555555,1.0,Q1
417,AS14.08,2014-03-06,0.00555555555555555,-0.6,0.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,6.333333333333333,0.00555555555555555,1.0,Q3
418,AS14.08,2014-03-07,0.00555555555555555,0.6,1.2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.766666666666667,0.00555555555555555,1.0,Q3
419,AS14.08,2014-03-08,0.00555555555555555,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3333333333333335,6.977777777777778,0.00555555555555555,1.0,Q2
420,AS14.08,2014-03-09,0.00555555555555555,-1.0,1.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.6666666666666665,7.2,0.00555555555555555,1.0,Q3
421,AS14.08,2014-03-10,0.00555555555555555,-1.0,0.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.2,0.00555555555555555,1.0,Q2
422,AS14.08,2014-03-11,0.00555555555555555,0.4,0.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,0.00555555555555555,1.0,Q1
423,AS14.08,2014-03-12,0.00555555555555555,0.6,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,6.866666666666667,0.00555555555555555,1.0,Q2
424,AS14.08,2014-03-13,0.00555555555555555,0.0,0.6,6.6,45.959,105.551,0.0,0.0,0.0,0.0,25.85,200.95100000000002,0.0,0.0,13.062,0.0,1.0,424.61900043487543,11.0,6.8,0.00555555555555555,0.00495169620353452,Q1
425,AS14.08,2014-03-14,0.00555555555555555,-0.2,1.2,7.4,95.719,382.769,0.0,0.0,0.0,0.0,42.257999999999996,861.5070000000001,182.123,180.24699999999999,20.109,0.0,1.0,1656.7510011196143,11.0,6.733333333333333,0.00555555555555555,0.0011594108801435813,Q3
426,AS14.08,2014-03-15,0.00555555555555555,-0.6,0.6,6.4,27.057000000000002,382.204,32.249,0.0,0.0,17.086,71.725,581.688,0.0,0.0,0.0,0.0,1.0,764.6860001087196,3.0,7.0,0.00555555555555555,17.087626182844744,Q1
427,AS14.08,2014-03-16,0.00555555555555555,-1.25,1.25,7.0,11.068,127.449,0.0,0.0,0.0,0.0,56.275,469.40500000000003,0.0,0.0,11.119,0.0,1.0,697.0709998607638,2.6,6.8,0.00555555555555555,0.0021258277441778893,Q2
428,AS14.08,2014-03-17,0.00555555555555555,0.0,0.2,5.4,56.584,416.715,0.0,0.0,0.0,0.0,68.395,630.805,0.0,0.0,0.0,0.0,1.0,676.2540001869202,2.2,6.933333333333334,0.00555555555555555,0.0015827668347037458,Q1
429,AS14.08,2014-03-18,0.028491361781937872,-0.2,0.6,6.4,5.92,435.279,4.311,0.0,0.0,0.0,47.137,403.43699999999995,0.0,0.0,0.0,0.0,1.0,690.8919997215266,1.7999999999999998,6.266666666666667,0.00555555555555555,0.002446495151046611,Q1
430,AS14.08,2014-03-19,0.0630171632209882,-0.2,1.0,7.0,49.837,352.796,26.471,0.0,0.0,0.0,64.362,476.84499999999997,0.0,0.0,18.195999999999998,0.0,1.0,1019.8279991149899,1.4,6.266666666666667,0.01320082429768299,0.0019828837474916523,Q2
431,AS14.08,2014-03-20,0.05752387767589226,-0.2,0.8,6.4,22.068,279.44,0.0,0.0,0.0,0.0,48.01,448.701,0.0,0.0,0.0,0.0,1.25,630.6749994754792,1.0,6.266666666666667,0.032354693519493875,0.0022236997471653387,Q1
432,AS14.08,2014-03-21,0.00894230236465267,-0.4,0.6,6.6,33.215,740.23,0.0,0.0,0.0,0.0,52.181,882.304,0.0,0.0,48.316,0.0,1.5,1729.7429997920988,4.0,6.6000000000000005,0.049677467559606114,0.0011321130663961671,Q1
433,AS14.08,2014-03-22,0.022231454452349513,-0.4,0.8,6.4,10.556999999999999,251.19899999999998,0.0,0.0,0.0,0.0,43.157,452.757,89.938,0.0,16.075,0.0,1.75,656.6230003833767,3.25,6.666666666666667,0.04316111442051104,0.002203822750943787,Q1
434,AS14.08,2014-03-23,0.04218482538831055,-0.2,0.8,7.2,86.199,372.317,0.0,0.0,0.0,0.0,66.636,639.527,187.966,0.0,36.167,0.0,2.0,982.026000261307,2.5,6.466666666666666,0.02956587816429815,0.001561214437486632,Q3
435,AS14.08,2014-03-24,0.04630791276266164,-0.8,1.0,6.8,14.427,194.055,0.0,0.0,0.0,0.0,52.022999999999996,949.6949999999999,0.0,0.0,11.062999999999999,0.0,1.8,924.7309999465947,1.75,6.733333333333333,0.024452860735104248,0.0010518620588096078,Q2
436,AS14.08,2014-03-25,0.016897661842514778,-0.6,1.0,7.2,13.602,69.815,7.161,0.0,0.0,0.0,46.93600000000001,441.331,0.0,0.0,0.0,0.0,1.6,726.2829999923706,1.0,6.800000000000001,0.03690806420110723,0.0022247336993761846,Q3
437,AS14.08,2014-03-26,0.08950139311864187,-0.25,0.5,6.5,115.059,895.011,0.0,0.0,0.0,0.0,45.977999999999994,413.674,0.0,0.0,11.029,0.0,1.4,1433.1120009422302,5.0,7.066666666666666,0.03513013333116232,0.002411532915012757,Q1
438,AS14.08,2014-03-27,0.08701150136063528,0.0,0.5,6.333333333333333,97.522,460.281,0.0,0.0,0.0,0.0,56.987,519.936,0.0,0.0,24.05,0.0,1.2,652.2440001964573,6.0,6.833333333333333,0.050902322574606106,0.0019196216041893822,Q1
439,AS14.08,2014-03-28,0.016559762046113646,-0.25,0.5,6.25,110.819,714.35,0.0,0.0,0.0,0.0,52.028,706.401,0.0,167.534,0.0,0.0,1.0,1544.6070001125336,12.0,6.677777777777777,0.06447018544059731,0.001413625369486331,Q1
440,AS14.08,2014-03-29,0.024944120627437023,-0.16666666666666666,1.0,7.166666666666667,17.172,536.168,4.852,0.0,0.0,0.0,61.195,445.501,0.0,0.0,0.0,0.0,1.1428571428571428,749.748000621795,2.0,6.361111111111111,0.06435755217513027,0.0022155607695085668,Q3
441,AS14.08,2014-03-30,0.0784470781932718,0.0,0.6,6.8,9.926,218.915,0.0,0.0,0.0,0.0,43.082,506.55500000000006,0.0,0.0,0.0,0.0,1.2857142857142856,623.9219989776611,2.4444444444444446,6.583333333333333,0.04283846134472865,0.0019702298273093556,Q2
442,AS14.08,2014-03-31,0.07893465181771635,0.0,1.2,7.6,3.048,818.552,20.184,0.0,0.0,0.0,50.666,457.422,0.0,0.0,14.035,0.0,1.4285714285714286,1481.4729995727537,2.888888888888889,6.73888888888889,0.03998365362227416,0.0020894013029506523,Q4
443,AS14.08,2014-04-01,0.062353854585312354,-1.0,1.0,7.2,28.205000000000002,764.719,92.105,0.0,0.0,0.0,59.789,544.0219999999999,0.0,0.0,3.005,0.0,1.5714285714285714,815.9290006160741,3.333333333333333,7.188888888888889,0.06077528354614172,0.0015695457891440796,Q3
444,AS14.08,2014-04-02,0.008289547359385422,-0.4,0.8,6.6,4.028,309.781,19.154,0.0,0.0,0.0,51.734,208.186,0.0,0.0,20.146,0.0,1.7142857142857142,502.7090005874631,3.7777777777777777,7.199999999999999,0.0732451948654335,0.004379434177104318,Q1
445,AS14.08,2014-04-03,0.07876788563729693,0.0,1.3333333333333333,7.0,36.467,1073.159,0.0,0.0,0.0,0.0,107.158,517.381,0.0,0.0,50.577000000000005,0.0,1.8571428571428572,1037.4239988327026,4.222222222222222,7.133333333333333,0.04985935125413804,0.0019290830489543406,Q2
